"","Egg_12h_Long_avg","Egg_24h_Long_avg","Egg_40h_Long_avg","Egg_56h_Long_avg","Egg_72h_Long_avg"
"1",-0.536635122030355,-0.489199615782789,-0.393015987827011,-0.248474600887972,1.66732532652812
"2",-0.597722818560259,0.129791485260546,1.10554841966759,0.53079721448779,-1.16841430085566
"3",1.47139096525155,0.520107267013814,-0.571887100315407,-0.647807987434354,-0.771803144515608
"4",0.976066046072195,0.89012051061175,-0.167668898299865,-0.505352719701372,-1.19316493868271
"5",0.424708585799098,1.25753370061903,-0.0885746149440507,-0.498086986280785,-1.0955806851933
"6",-0.642895152797761,-0.52717621717771,-0.205394599017158,1.54068190495313,-0.165215935960502
"7",0.100947729743657,0.358461790461187,0.660754767666536,0.375851804280156,-1.49601609215154
"8",-0.641010502724787,-0.289366867635047,0.96466403329966,0.950744719929258,-0.98503138286909
"9",-0.957721458521447,-0.51274428968712,1.0070149693617,0.978207841170051,-0.514757062323189
"10",1.26866734502168,0.804166514196518,-0.533680360379554,-0.682321001252077,-0.85683249758656
"11",-0.900096680013436,-0.75564298086686,-0.213185535218724,0.930899941531022,0.93802525456799
"12",1.66507728091666,-0.0526747312115063,-0.524149329156299,-0.455521331762718,-0.632731888786135
"13",1.30237275710303,0.398205345660649,-0.189919240285483,-0.343075526958098,-1.16758333552009
"14",-0.253831579972835,0.85146286262813,0.778142596727202,-0.125992389245245,-1.24978149013725
"15",0.596458659327215,0.744631924800199,0.380203595647349,-0.223720921129972,-1.49757325864478
"16",-0.838352628766766,-0.249908137805048,1.41444769400834,0.314679076272707,-0.64086600370924
"17",1.59638450415057,0.245807876150689,-0.534559512204285,-0.587445977126088,-0.720186890970884
"18",0.259250374473053,-0.159354909899055,-0.780017591580563,-0.667028735741507,1.34715086274807
"19",-1.02502771354876,-0.723877752916983,0.574845021371774,1.28321346949926,-0.109153024405287
"20",0.989357156786071,1.08305756972447,-0.510114440757498,-0.681997927645501,-0.880302358107538
