"","Egg_12h_Short_avg","Egg_24h_Short_avg","Egg_40h_Short_avg","Egg_56h_Short_avg","Egg_72h_Short_avg"
"1",1.51497306681777,-0.495717310492466,-0.138152079346091,-0.04634014741793,-0.834763529561295
"2",0.445161135830683,1.31252297582856,-0.101154220746612,-0.463812308702307,-1.19271758221033
"3",-0.967392277099312,-0.20901324182747,1.12913593041727,0.758593408057357,-0.711323819547849
"4",-0.804257496936497,-0.822190818404956,-0.0478592502631114,1.32406021427726,0.350247351327304
"5",-0.470609434922281,-0.50011480899959,-0.489259686207481,-0.165649648014389,1.62563357814374
"6",1.40919329122852,0.316051669638817,-0.198464115424533,-0.41553104509426,-1.11124980034854
"7",0.820235718078102,0.712635281920636,0.154379897936123,-0.258219775490508,-1.42903112244435
"8",-0.195448368678406,-0.373727061587964,0.747281279919438,0.896019181854206,-1.07412503150727
"9",-0.98746933718091,-0.593321745452542,0.948213132605095,1.0318230489723,-0.399245098943943
"10",0.853400426791101,1.18347284163651,-0.47025641920548,-0.591491113284705,-0.975125735937431
"11",-0.575801281935507,1.54702395708926,-0.0224792902565863,-0.245562560029551,-0.703180824867611
"12",1.51342158960264,0.459407450073966,-0.573086842087573,-0.625815535215713,-0.773926662373323
"13",-0.894257717500563,0.259360278279328,1.1911139885849,0.386925238512813,-0.943141787876473
"14",-1.01044523021148,-0.723573767749449,0.659796842297423,1.15498752682916,-0.0807653711656424
"15",1.22700631594657,0.876184342669297,-0.590403687767525,-0.666892789194191,-0.845894181654156
"16",-0.557088276776153,0.680399687672152,0.912374433591068,0.223864309403774,-1.25955015389084
"17",-0.017509562935507,1.08867348609875,0.444799756500513,-0.145218575661571,-1.37074510400219
"18",1.67852970100045,0.0534625892936327,-0.514601989412896,-0.537460981072174,-0.679929319809009
"19",1.7289400268983,-0.292896534738949,-0.463739565777118,-0.409714484031675,-0.562589442350564
"20",-0.975856474284031,-0.819925641657423,0.0264192909730032,0.784903302176861,0.984459522791583
